tool,API,Authentication/Authorization tools,Build/CI/Installation,CLI tooling,Core,Key Management Core / Secrets Backend,Notification/Logging,Policy/configuration,Release pipeline,Signing workflow,Verification workflow,Web Client
Keyfactor/ejbca-ce,0.0143673435782772,0.0212055187189464,0.0042454844881001,0.0741116088472122,-0.0223807616540871,0.0134293020902342,-0.012862165245372,0.0110209620952691,-0.006259797852057,-0.0203285585311143,,-0.0037952901989297
Keyfactor/signserver-ce,0.0712621702839909,-0.0274615520402656,0.0071574935609291,0.0050050120535321,-0.0801387249267533,,,0.0311461956198918,-0.0203285585311524,0.0289246632717485,,0.0177187784089082
hashicorp/vault,-0.0270841761522648,-0.0295489774670162,-0.0174306176094313,-0.0309145830286254,-0.0119567669627284,-0.0221956885429571,-0.0196777451921371,-0.0296524694342055,-0.009104140803205,-0.0729596161190167,0.0025006257670712,-0.0210060165456607
notaryproject/notation,-0.0518389808738012,-0.0413250874584434,-0.0213031907646241,-0.0333856617468168,-0.0380351841614642,-0.0311461956199152,-0.0155132895623141,-0.0250734833091354,-0.0248222448200082,-0.0293354638234085,-0.0262879088040016,0.0151370559644572
openpubkey/openpubkey,0.0144039500608947,0.0486139716056534,0.0511697085534622,0.0777038149753633,0.0241147948679957,0.0368610415409296,0.0833374040305517,0.0801387249217545,0.1017410486628467,0.0129431236916591,0.0277418611037955,0.0418318594496302
sigstore/cosign,-0.034672890190302,-0.0438454472637136,-0.0346943246701846,-0.0344339492500987,-0.0275094646469694,-0.0398615713911467,-0.0516472854461415,-0.052693483782823,-0.0364587446735988,-0.024859301328442,-0.0354707007092053,
sigstore/fulcio,-0.0580450926150113,-0.0278904609544796,-0.0388243161721014,-0.0383305003113825,-0.0511141446238509,-0.0250521221424794,0.0122960089640105,-0.051483278444391,-0.0203285585311174,-0.0358342004280291,-0.0957306243152968,
sigstore/rekor,-0.0608637997588987,-0.0525129512550608,-0.0428523533640597,-0.0533280685946625,-0.0311461956199263,-0.0398181686475282,-0.0589296066356962,-0.0342905831959755,-0.0992784289522534,-0.0256512382129702,-0.0757868953620154,-0.0283743843428464
