tool,theme_col,theme,beta,se,p_value,rr_per_month,rr_ci_low,rr_ci_high,pct_change_per_month,pct_ci_low,pct_ci_high,n_months,total_count,n_obs,df_resid,pearson_chi2,deviance,dispersion_pearson,dispersion_deviance,overdispersed_1_5,underdispersed_0_8,zero_frac_obs,zero_frac_pred_poisson,ljungbox_p_lag1,autocorr_sig_0_05,sig_0_05
Keyfactor/ejbca-ce,L1_Theme,Tedious Workflows,-0.013429302074417811,0.015597282832475703,0.3892365756769225,0.9866604687004202,0.9569539800322123,1.01728912864061,-1.3339531299579765,-4.304601996778768,1.7289128640610052,49,21,49,47.0,50.44924297013596,44.20142889382611,1.0733881483007652,0.9404559339111939,False,False,0.6326530612244898,0.6535705001626637,0.6196054687540573,False,False
Keyfactor/ejbca-ce,L1_Theme,Notification/Logging /Web UI Issues,-0.003526934970409302,0.006002078220557293,0.5567880808929881,0.9964792773590934,0.9848253055777105,1.0082711569069724,-0.3520722640906637,-1.517469442228947,0.8271156906972443,49,139,49,47.0,61.84134553476706,64.53223324114293,1.315773309250363,1.373026239173254,False,False,0.061224489795918366,0.05920332004903968,0.9199445904555718,False,False
Keyfactor/ejbca-ce,L1_Theme,Unexpected behavior,-0.0013979588221192166,0.007333202289080806,0.8488122290370473,0.9986030178671381,0.9843526762616267,1.0130596597558417,-0.13969821328618792,-1.5647323738373298,1.3059659755841668,49,93,49,47.0,59.15502292873004,62.338767326564536,1.2586175091219158,1.3263567516290327,False,False,0.14285714285714285,0.14997966466488244,0.6069498824514377,False,False
Keyfactor/ejbca-ce,L1_Theme,Security concerns,-0.0013158806807109032,0.011471979395232292,0.9086798292594702,0.9986849847106465,0.9764800487171607,1.0213948559387258,-0.1315015289353516,-2.3519951282839346,2.139485593872581,49,38,49,47.0,39.636134832643954,46.35492724166312,0.8433220177158288,0.98627504769496,False,False,0.40816326530612246,0.46051673319284603,0.6323659282364166,False,False
Keyfactor/ejbca-ce,L1_Theme,Missing feature / enhancement request,0.0003174615982943118,0.008908761976889966,0.9715735911421882,1.0003175119945604,0.9830024053632078,1.0179376157612396,0.031751199456042656,-1.699759463679218,1.7937615761239645,49,63,49,47.0,69.96989570962056,72.33229134352284,1.4887211853110758,1.5389849222026135,False,False,0.32653061224489793,0.27645765225519475,0.9552090453395552,False,False
Keyfactor/ejbca-ce,L1_Theme,Build/CI/installation/distribution release issues,0.0008130296442315213,0.006376014601993818,0.8985337771542075,1.000813360242422,0.9883840334086218,1.0133989908613095,0.08133602424220676,-1.1615966591378202,1.3398990861309468,49,123,49,47.0,64.63519307255115,66.3242388133181,1.3752168738840669,1.4111540173046404,False,False,0.08163265306122448,0.08128549696734051,0.3114047350096296,False,False
Keyfactor/ejbca-ce,L1_Theme,User confusion / unclear documentation/documentation improvements,0.0018047465607110547,0.006132588646528844,0.7685379270740691,1.0018063760959373,0.9898368700219182,1.0139206222579393,0.18063760959372566,-1.0163129978081775,1.392062225793933,49,133,49,47.0,64.62881738556197,63.77421187649023,1.3750812209694037,1.356898125031707,False,False,0.061224489795918366,0.06641122110145452,0.0771729249976153,False,False
Keyfactor/ejbca-ce,L1_Theme,Configuration friction,0.005233000619305935,0.006753079102541816,0.4383952848500492,1.0052467166819978,0.9920289045984821,1.0186406431463197,0.5246716681997832,-0.7971095401517858,1.8640643146319746,49,110,49,47.0,54.074916816618455,56.502158827624726,1.1505301450344352,1.202173592077122,False,False,0.10204081632653061,0.107397616925637,0.7112822739045944,False,False
Keyfactor/ejbca-ce,L1_Theme,Performance issue,0.00605363874639983,0.0086576911297595,0.48441397943153375,1.0060719990476152,0.9891439213359399,1.0232897816332036,0.607199904761524,-1.0856078664060131,2.328978163320361,49,67,49,47.0,67.59644169773983,73.72115374914736,1.4382221637816985,1.5685351861520715,False,False,0.32653061224489793,0.25652172525090405,0.7203396481004583,False,False
Keyfactor/ejbca-ce,L1_Theme,Authentication friction,0.008272576085966508,0.007938156946103503,0.29735231145685825,1.0083068883953157,0.9927402685586192,1.0241175999252925,0.8306888395315681,-0.7259731441380812,2.41175999252925,49,80,49,47.0,47.43293117772926,56.52599272294593,1.009211301653814,1.2026806962328922,False,False,0.20408163265306123,0.19895312191976822,0.9828038198409734,False,False
Keyfactor/ejbca-ce,L1_Theme,Integration failure/issues,0.010840128219638194,0.007305916989489463,0.13787620480583812,1.0108990952871233,0.9965265772580626,1.0254789025939715,1.0899095287123295,-0.3473422741937404,2.5478902593971453,49,95,49,47.0,46.77006539345147,51.723543651928374,0.9951077743287546,1.1005009287644334,False,False,0.12244897959183673,0.1501741891989807,0.7757714292270746,False,False
Keyfactor/signserver-ce,L1_Theme,Security concerns,-0.027007094352002242,0.03689789205325535,0.4642043426003629,0.9733543361815585,0.9054466122818254,1.0463550814728246,-2.6645663818441467,-9.455338771817456,4.635508147282463,49,4,49,47.0,43.737419837218056,19.485126259452656,0.9305834007918735,0.4145771544564395,False,False,0.9183673469387755,0.9220438654202234,0.4995612869729269,False,False
Keyfactor/signserver-ce,L1_Theme,Notification/Logging /Web UI Issues,0.0050050120535374675,0.017704255032628534,0.7774059867607913,1.0050175580485847,0.9707412463595353,1.0405041464693698,0.5017558048584725,-2.9258753640464708,4.050414646936984,49,16,49,47.0,45.04055897159038,41.280547796968214,0.9583097653529867,0.8783095275950684,False,False,0.7142857142857143,0.7216146716328595,0.24192836028026302,False,False
Keyfactor/signserver-ce,L1_Theme,Performance issue,0.005721770875666663,0.026778657601582375,0.8308051325756505,1.0057381714718743,0.9543122089490197,1.059935375519884,0.5738171471874276,-4.568779105098031,5.993537551988393,49,7,49,47.0,55.478344025854184,29.969586603190766,1.1803902984224295,0.637650778791293,False,False,0.8775510204081632,0.866935722626271,0.9411130053913273,False,False
Keyfactor/signserver-ce,L1_Theme,Configuration friction,0.0065496822096943125,0.01966210247934753,0.7390497442415045,1.0065711782834093,0.9685181667948551,1.0461192899497327,0.6571178283409251,-3.148183320514486,4.611928994973269,49,13,49,47.0,50.49653863653331,39.93257276518433,1.0743944390751767,0.8496292077698794,False,False,0.7755102040816326,0.7672021274157569,0.3721376081382931,False,False
Keyfactor/signserver-ce,L1_Theme,Authentication friction,0.011422863460204644,0.021486966574465097,0.5949904256908991,1.011488353488689,0.9697746141541875,1.0549963613303983,1.148835348868893,-3.022538584581247,5.499636133039831,49,11,49,47.0,45.65956710455489,35.3541100474829,0.9714801511607423,0.7522151073932531,False,False,0.7959183673469388,0.7994452361734864,0.8530818186835332,False,False
Keyfactor/signserver-ce,L1_Theme,Missing feature / enhancement request,0.011730787844539558,0.02376485997905217,0.6215752373663341,1.0117998633754823,0.9657518732877045,1.060043466487448,1.1799863375482333,-3.424812671229549,6.004346648744807,49,9,49,47.0,68.47385818677596,36.84872536674193,1.4568905997186374,0.7840154333349347,False,False,0.8571428571428571,0.83259101485002,0.5778823125469821,False,False
