tool,API,Authentication/Authorization tools,Build/CI/Installation,CLI tooling,Core,Key Management Core / Secrets Backend,Notification/Logging,Policy/configuration,Release pipeline,Signing workflow,Verification workflow,Web Client
Keyfactor/ejbca-ce,0.3694215555737111,0.3117247319724802,0.7304462928678779,0.0059232845932061,0.1923240957568052,0.6453496578263931,0.5889661932028378,0.2230848852948159,0.8027369822767518,0.574739572391021,,0.6829712065456273
Keyfactor/signserver-ce,0.178020242222806,0.5198088413298297,0.789478581339955,0.8875930415709734,0.4084679399494632,,,0.3078070596929191,0.7790612482649871,0.3836945853346615,,0.436702270331426
hashicorp/vault,4.1722437118016495e-14,2.842089847642861e-13,0.0216339711694477,2.879116174894135e-14,0.2607287198082695,9.038346034342067e-11,0.0010566048816034,9.815032455959961e-19,0.3464762156787069,0.0781558251110549,0.960127342426587,6.663101983365622e-07
notaryproject/notation,0.0454654988369319,0.0338291374297603,0.1275023357718496,4.2399452491111246e-10,0.1173477075718003,0.0458551892438123,0.1661132160420756,0.0105486609858242,0.2222085676536445,0.0002531177126151,0.0032405152594424,0.8327559644809731
openpubkey/openpubkey,0.3565243976115113,0.0004376359870183,0.0475508016030525,0.0003870625560276,0.2175358886445636,0.4952434089527093,0.1447893898462545,0.0019826256448343,0.1984554977949042,0.631605590232283,0.1762727827401514,0.189354648536395
sigstore/cosign,0.002146230472961,3.120967610281903e-05,1.610191128101161e-07,1.4419995945606544e-23,0.0217691035561559,1.8858371772983548e-05,0.000189858959053,4.513969394220109e-15,0.0100900757918283,1.4890795059711258e-08,5.811623428265395e-15,
sigstore/fulcio,6.502983327390335e-05,0.0279723755711592,0.0057877409431815,0.3188155398837001,0.0021617691167829,0.3056499285529126,0.6051663206560187,1.054653917380953e-05,0.5304546179018061,0.0522764366479396,0.0291117889260346,
sigstore/rekor,3.3733239073904713e-12,0.3665189134716404,0.0583969633216671,4.9839213908114725e-06,0.0458551860387876,0.4668113497005954,0.0165348302191398,0.05453766598368,0.043681562864041,0.485151177273047,0.0002299729202689,0.5882153248465476
