tool,1. Visibility of system status,2. Match between system and the real world,3. User control and freedom,4. Consistency and standards,5. Error prevention,6. Recognition rather than recall,7. Flexibility and efficiency of use,8. Aesthetic and minimalist design,"9. Help users recognize, diagnose, and recover from errors",10. Help and documentation
Keyfactor/ejbca-ce,0.3065444684422945,0.6315527631169661,0.7245075709251425,0.7100022216382116,0.7696040365147369,0.504159087537928,0.4124663622049015,0.4084679399494632,0.7988798698393123,0.9020723807504724
Keyfactor/signserver-ce,0.4687362429722493,,,0.2762848690882092,0.752311959791492,,0.3832421557343252,0.4687362429722502,0.6549445163654801,0.656049642024507
hashicorp/vault,2.9028310594428207e-08,1.5145109232485e-07,0.0019623069266799,1.558523195004391e-09,9.157054989098439e-10,0.0188635751882005,6.7604468250787025e-16,0.0055752296115551,4.99946604625217e-18,1.8150139122556254e-27
notaryproject/notation,0.1795686440441151,0.1270176952582366,0.0411110996836918,0.0059101667301298,1.049893012200362e-05,0.0033268921094837,1.810809580528382e-09,0.514195932706669,0.0841446657637086,0.0001594919254916
openpubkey/openpubkey,0.504159087537928,0.05524558074487,0.3675328628613443,0.1062477267085405,0.0068262469902134,0.3629819066163857,6.235208422596166e-05,0.2482515734931163,0.0771275200638538,0.0015535139190572
sigstore/cosign,0.0037207722530449,0.0001779378515293,0.0187090238663654,2.3172732813582146e-07,6.298665586857359e-14,3.210000811904716e-05,7.510066211432091e-33,0.0462850572952693,4.348314018270462e-08,1.5103978140573126e-14
sigstore/fulcio,0.2583195399796189,0.0176880036135686,0.4668113591404438,4.730330723309381e-05,0.0017770836636261,0.0221398164459296,4.5492150094275226e-08,0.0361187876756598,0.0172375292074939,2.408940813868277e-07
sigstore/rekor,0.039572684064062,0.0016963350607496,0.325328078664284,2.022417600244049e-05,7.090815140782191e-06,0.0890143718633958,2.1413313782381077e-12,0.4438561812665043,0.0004303568703504,1.3303972661040833e-05
