category,month,month_start,count,expected_count
Security concerns,2024-07,2024-07-01,5,3.5162193843076457
Security concerns,2024-08,2024-08-01,2,3.4036014332204596
Security concerns,2024-09,2024-09-01,1,3.294590425136794
Security concerns,2024-10,2024-10-01,5,3.18907083639719
Security concerns,2024-11,2024-11-01,3,3.086930843349609
Security concerns,2024-12,2024-12-01,3,2.988062203845102
Security concerns,2025-01,2025-01-01,2,2.8923601425289363
Security concerns,2025-02,2025-02-01,6,2.799723239805647
Security concerns,2025-03,2025-03-01,3,2.710053324360319
Security concerns,2025-04,2025-04-01,5,2.623255369122218
Security concerns,2025-05,2025-05-01,5,2.5392373905605146
Security concerns,2025-06,2025-06-01,1,2.4579103512053733
Security concerns,2025-07,2025-07-01,2,2.3791880652911113
Security concerns,2025-08,2025-08-01,0,2.302987107421433
Security concerns,2025-09,2025-09-01,2,2.229226724159944
Security concerns,2025-10,2025-10-01,1,2.157828748452258
Security concerns,2025-11,2025-11-01,0,2.0887175167890004
Authentication friction,2021-11,2021-11-01,2,7.687621833414327
Authentication friction,2021-12,2021-12-01,3,7.4577261420027705
Authentication friction,2022-01,2022-01-01,4,7.234705402309036
Authentication friction,2022-02,2022-02-01,12,7.018354021262492
Authentication friction,2022-03,2022-03-01,10,6.808472553982692
Authentication friction,2022-04,2022-04-01,8,6.604867519919865
Authentication friction,2022-05,2022-05-01,8,6.407351224493646
Authentication friction,2022-06,2022-06-01,8,6.215741586065656
Authentication friction,2022-07,2022-07-01,3,6.029861968086387
Authentication friction,2022-08,2022-08-01,2,5.849541016261708
Authentication friction,2022-09,2022-09-01,9,5.674612500588808
Authentication friction,2022-10,2022-10-01,9,5.504915162116043
Authentication friction,2022-11,2022-11-01,7,5.34029256428535
Authentication friction,2022-12,2022-12-01,3,5.180592948720219
Authentication friction,2023-01,2023-01-01,5,5.025669095326287
Authentication friction,2023-02,2023-02-01,4,4.875378186575565
Authentication friction,2023-03,2023-03-01,6,4.729581675849203
Authentication friction,2023-04,2023-04-01,10,4.588145159717417
Authentication friction,2023-05,2023-05-01,2,4.450938254038843
Authentication friction,2023-06,2023-06-01,7,4.3178344737651
Authentication friction,2023-07,2023-07-01,4,4.18871111633975
Authentication friction,2023-08,2023-08-01,5,4.0634491485841755
Authentication friction,2023-09,2023-09-01,2,3.9419330969660944
Authentication friction,2023-10,2023-10-01,3,3.8240509411495633
Authentication friction,2023-11,2023-11-01,2,3.7096940107283203
Authentication friction,2023-12,2023-12-01,7,3.598756885047292
Authentication friction,2024-01,2024-01-01,5,3.491137296019902
Authentication friction,2024-02,2024-02-01,3,3.3867360338515846
Authentication friction,2024-03,2024-03-01,4,3.2854568555826216
Authentication friction,2024-04,2024-04-01,2,3.187206396365958
Authentication friction,2024-05,2024-05-01,2,3.0918940833982353
Authentication friction,2024-06,2024-06-01,1,2.9994320524246794
Authentication friction,2024-07,2024-07-01,2,2.9097350667408897
Authentication friction,2024-08,2024-08-01,5,2.822720438616843
Authentication friction,2024-09,2024-09-01,1,2.7383079530706933
Authentication friction,2024-10,2024-10-01,2,2.6564197939220846
Authentication friction,2024-11,2024-11-01,1,2.5769804720568166
Authentication friction,2024-12,2024-12-01,0,2.499916755836731
Authentication friction,2025-01,2025-01-01,1,2.4251576035906623
Authentication friction,2025-02,2025-02-01,2,2.3526340981242324
Authentication friction,2025-03,2025-03-01,4,2.282279383188097
Authentication friction,2025-04,2025-04-01,2,2.2140286018460946
Authentication friction,2025-05,2025-05-01,2,2.1478188366864694
Authentication friction,2025-06,2025-06-01,6,2.0835890518210634
Authentication friction,2025-07,2025-07-01,8,2.0212800366189967
Authentication friction,2025-08,2025-08-01,0,1.9608343511229764
Authentication friction,2025-09,2025-09-01,1,1.902196273097911
Authentication friction,2025-10,2025-10-01,0,1.8453117466630162
Authentication friction,2025-11,2025-11-01,0,1.790128332460064
Performance issue,2021-11,2021-11-01,2,3.186483488687544
Performance issue,2021-12,2021-12-01,1,3.117784518305646
Performance issue,2022-01,2022-01-01,0,3.0505666629360446
Performance issue,2022-02,2022-02-01,4,2.9847979904891124
Performance issue,2022-03,2022-03-01,6,2.920447257314901
Performance issue,2022-04,2022-04-01,3,2.8574838933607363
Performance issue,2022-05,2022-05-01,1,2.795877987648795
Performance issue,2022-06,2022-06-01,1,2.7356002740667935
Performance issue,2022-07,2022-07-01,3,2.676622117465005
Performance issue,2022-08,2022-08-01,1,2.6189155000530313
Performance issue,2022-09,2022-09-01,2,2.562453008089848
Performance issue,2022-10,2022-10-01,1,2.507207818860803
Performance issue,2022-11,2022-11-01,2,2.4531536879353903
Performance issue,2022-12,2022-12-01,2,2.400264936699735
Performance issue,2023-01,2023-01-01,5,2.348516440157874
Performance issue,2023-02,2023-02-01,0,2.297883614996034
Performance issue,2023-03,2023-03-01,3,2.2483424079042367
Performance issue,2023-04,2023-04-01,0,2.199869284149688
Performance issue,2023-05,2023-05-01,4,2.1524412163965123
Performance issue,2023-06,2023-06-01,6,2.1060356737665376
Performance issue,2023-07,2023-07-01,4,2.060630611135913
Performance issue,2023-08,2023-08-01,7,2.0162044586624956
Performance issue,2023-09,2023-09-01,3,1.9727361115390163
Performance issue,2023-10,2023-10-01,0,1.9302049199671623
Performance issue,2023-11,2023-11-01,7,1.8885906793478158
Performance issue,2023-12,2023-12-01,1,1.8478736206827842
Performance issue,2024-01,2024-01-01,2,1.8080344011834655
Performance issue,2024-02,2024-02-01,2,1.7690540950819844
Performance issue,2024-03,2024-03-01,3,1.7309141846404368
Performance issue,2024-04,2024-04-01,5,1.6935965513539708
Performance issue,2024-05,2024-05-01,1,1.6570834673435233
Performance issue,2024-06,2024-06-01,2,1.6213575869341275
Performance issue,2024-07,2024-07-01,1,1.5864019384147836
Performance issue,2024-08,2024-08-01,1,1.552199915975988
Performance issue,2024-09,2024-09-01,0,1.5187352718210798
Performance issue,2024-10,2024-10-01,0,1.4859921084476664
Performance issue,2024-11,2024-11-01,1,1.4539548710954564
Performance issue,2024-12,2024-12-01,1,1.4226083403569134
Performance issue,2025-01,2025-01-01,1,1.3919376249472206
Performance issue,2025-02,2025-02-01,1,1.3619281546301203
Performance issue,2025-03,2025-03-01,2,1.3325656732962707
Performance issue,2025-04,2025-04-01,1,1.303836232190828
Performance issue,2025-05,2025-05-01,1,1.2757261832870386
Performance issue,2025-06,2025-06-01,0,1.2482221728026957
Performance issue,2025-07,2025-07-01,0,1.221311134856373
Performance issue,2025-08,2025-08-01,1,1.194980285260432
Performance issue,2025-09,2025-09-01,0,1.169217115447846
Performance issue,2025-10,2025-10-01,2,1.1440093865299585
Performance issue,2025-11,2025-11-01,0,1.1193451234823548
