label_source,N_full,n_labeled,n_usability,n_non_usability,usability_rate,usability_rate_pct,moe95_observed_rate_fpc,moe95_observed_rate_fpc_pct_points,ci95_low,ci95_high,ci95_low_pct,ci95_high_pct,moe95_max_variance_p05_fpc,moe95_max_variance_p05_fpc_pct_points,finite_population_correction,note
combined_validation_label_updated,3900,180,131,49,0.7277777777777777,72.77777777777777,0.06351493440250469,6.3514934402504695,0.6642628433752731,0.7912927121802824,66.4262843375273,79.12927121802824,0.07134847180203607,7.134847180203607,0.9767757124902832,Uses Usability_agreed consensus labels for first 100 and single-human labels for remaining 80.
