tool,API,Authentication/Authorization tools,Build/CI,CLI tooling,Documentation/Help,Key Management Core (secret engine),Notification/Logging,Policy/configuration,Signing workflow,Verification workflow,Web Client
Keyfactor/ejbca-ce,0.6525139962244897,0.1982609417148736,0.915106555754666,0.8707200978924022,0.7306518776490314,,0.9831595410795284,0.5828090042992011,0.2098004135093544,0.5471594952050283,0.8055491925553735
Keyfactor/signserver-ce,0.2213839141957458,0.5949904256908984,0.3701409816072215,0.3701409816072215,0.3280770619759581,,0.880796856774585,0.5925788694961904,0.4796116512631538,0.3838886343841589,0.7371434291621393
hashicorp/vault,3.109668443660923e-38,3.4643817845619246e-26,1.333628898175303e-33,2.5940758680707747e-39,9.46066925124168e-31,1.0529801567360996e-19,1.6611228085208322e-24,2.287269508355962e-31,3.3380077656612394e-07,4.460791167421999e-05,2.066263741367165e-23
notaryproject/notation,3.196162870425613e-07,0.0420828054055513,1.2782170500527392e-07,1.9924618715522307e-09,1.9811898099217505e-06,,0.0043697026701199,3.67170400006599e-05,0.0005300198684778,0.0005180685655205,0.0002824719140036
openpubkey/openpubkey,1.0599021151189517e-05,0.0001010562925973,4.978247909062178e-05,8.886633501520393e-06,4.170858539102851e-05,,0.0027835345517471,0.0011571296433042,0.0879199581280609,0.059385148993388,0.0033682960144961
sigstore/cosign,2.2236696305064513e-30,1.654756294737629e-08,1.1031151791024242e-31,8.084950490035591e-26,1.7304587900364227e-14,,3.2619622481660435e-10,3.3453019031589307e-18,2.6510834838671504e-27,1.1705293189785676e-26,4.944439402315313e-23
sigstore/fulcio,1.7575779570889592e-14,1.7234892389151524e-08,7.808839625075052e-18,2.771856020373897e-10,2.9454821218319167e-10,,9.898932335876848e-09,2.7000375499991532e-08,1.0729330952256674e-06,7.787841250654548e-06,2.0924233974339032e-08
sigstore/rekor,1.926390891303037e-18,2.803400091258612e-06,2.175976251119646e-12,4.4728177720588594e-20,3.987932211358696e-07,,5.194805292210455e-17,2.5635071977238496e-13,6.821853782477758e-09,2.495340491758192e-07,2.5593156535010257e-14
