tool,beta,se,p_value,poisson_robust_se,poisson_robust_p_value,rr_per_month,poisson_robust_rr_per_month,sig_0_05,poisson_robust_sig_0_05
sigstore/rekor,-0.054188941145296696,0.005495183582977112,6.133032964341953e-23,0.004988957105897841,1.753036283339137e-27,0.947253114504514,0.947253114504514,True,True
sigstore/fulcio,-0.05126199145368272,0.0059590563254719965,7.808839625074542e-18,0.008218121720995702,4.441155687041165e-10,0.9500297382526193,0.9500297382526193,True,True
sigstore/cosign,-0.0348130620249599,0.0029402986586456064,2.425258223777205e-32,0.005539367629631297,3.2856440250389847e-10,0.9657859414517508,0.9657859414517508,True,True
notaryproject/notation,-0.028137974889266296,0.004532302345575996,5.355464814589982e-10,0.008828526480282163,0.0014367454516275439,0.9722542108793008,0.9722542108793008,True,True
hashicorp/vault,-0.022541481508468474,0.0017202540491145324,3.140978924697703e-39,0.002659206496792535,2.3153228778894368e-17,0.9777106794383149,0.9777106794383149,True,True
Keyfactor/ejbca-ce,-0.001101748450402489,0.005315326074636757,0.8357930053989595,0.005376334520603292,0.837630272197339,0.9988988582515901,0.9988988582515901,False,False
Keyfactor/signserver-ce,0.013355270482906788,0.01490195455384627,0.3701409816072203,0.013717772846851726,0.330267974298883,1.0134448504517588,1.0134448504517588,False,False
openpubkey/openpubkey,0.036968294327722966,0.007324595430043044,4.484612780382871e-07,0.013260249297139695,0.005305035720333759,1.037660120604879,1.037660120604879,True,True
