repo,issue_number,issue_author,issue_text_words,issue_text_chars,comment_count,unique_commenters,comment_text_words,comment_text_chars,comment_authors_joined,unique_thread_participants,total_text_words,total_text_chars
hashicorp/vault,13674,Vincent1984,324,2240,3,2,166,905,HridoyRoy|Vincent1984,2,490,3145
hashicorp/vault,13664,nvkanumuri,552,4018,2,2,17,74,heatherezell|nvkanumuri,2,569,4092
hashicorp/vault,13663,Akanksha-P97,228,1483,12,4,923,6423,Akanksha-P97|austingebauer|borisbritvahub|sing011,4,1151,7906
hashicorp/vault,13651,zablvit,584,4227,5,4,154,910,arjunbhandage|ccapurso|ggilley|zablvit,4,738,5137
hashicorp/vault,13647,firstdorsal,64,394,4,4,239,1430,Fuco1|digivava|maxb|ncabatoff,5,303,1824
hashicorp/vault,13645,bitvijays,693,4868,1,1,53,329,rdxmb,2,746,5197
hashicorp/vault,13639,jlestrada,616,4580,2,2,47,240,heatherezell|raskchanky,3,663,4820
hashicorp/vault,13636,majewsky,72,446,1,1,22,110,digivava,2,94,556
hashicorp/vault,13626,dw-develop,396,3548,3,3,292,1875,heatherezell|jeffsanicola|ncabatoff,4,688,5423
hashicorp/vault,13608,dhbaird,151,946,10,2,890,5098,Gabrielopesantos|cipherboy,3,1041,6044
hashicorp/vault,13607,fhilgers,435,2847,5,3,198,1102,fhilgers|giovannicandido|sycured,3,633,3949
hashicorp/vault,13605,blaggacao,122,796,2,2,78,434,blaggacao|ncabatoff,2,200,1230
hashicorp/vault,13602,dekimsey,225,1375,3,2,65,342,dekimsey|heatherezell,2,290,1717
hashicorp/vault,13600,dekimsey,373,2650,4,3,203,1213,averche|heatherezell|tvoran,4,576,3863
hashicorp/vault,13589,dekimsey,481,3838,15,5,535,3050,VioletHynes|calvn|dekimsey|fairclothjm|heatherezell,5,1016,6888
hashicorp/vault,13584,mcinquin,383,3215,4,3,274,1752,georgemayrin|heatherezell|mcinquin,3,657,4967
hashicorp/vault,13581,alexandernst,340,2065,2,2,35,206,heatherezell|hellobontempo,3,375,2271
hashicorp/vault,13570,MurzNN,191,1235,1,1,15,109,heatherezell,2,206,1344
hashicorp/vault,13569,lovepr16,184,1209,6,2,243,1559,lovepr16|ncabatoff,2,427,2768
hashicorp/vault,13560,mlodato517,239,1573,1,1,56,299,LukaszWasko,2,295,1872
hashicorp/vault,13542,whitepiratebaku,99,522,3,3,219,1463,cipherboy|ncabatoff|whitepiratebaku,3,318,1985
hashicorp/vault,13538,bitvijays,321,2412,0,0,0,0,,1,321,2412
hashicorp/vault,13536,shwuandwing,313,1839,1,1,74,397,aphorise,2,387,2236
hashicorp/vault,13535,goutamtadi1,159,1014,2,2,92,528,kerak19|ncabatoff,3,251,1542
hashicorp/vault,13534,Merikanto,73,464,3,3,33,208,Merikanto|heatherezell|taoism4504,3,106,672
hashicorp/vault,13533,iusergii,175,1560,4,3,857,5420,cipherboy|heatherezell|iusergii,3,1032,6980
hashicorp/vault,13532,rpg999,380,2227,0,0,0,0,,1,380,2227
hashicorp/vault,13530,drawks,137,845,5,3,388,2479,cipherboy|dovys|drawks,3,525,3324
hashicorp/vault,13528,jeffwidman,94,573,2,2,63,332,digivava|jeffwidman,2,157,905
hashicorp/vault,13523,paladin-devops,422,2779,2,1,152,946,austingebauer,2,574,3725
hashicorp/vault,13518,orshlom,197,1331,1,1,245,1506,cipherboy,2,442,2837
hashicorp/vault,13517,winkee01,124,726,0,0,0,0,,1,124,726
hashicorp/vault,13503,loutPhilipps,124,661,1,1,30,175,RuneAlexanderTrachsel,2,154,836
hashicorp/vault,13502,gprzyby,91,598,6,6,112,566,TonioGela|brissenden|bunnybilou|gprzyby|heatherezell|ncabatoff,6,203,1164
hashicorp/vault,13501,winkee01,121,2085,0,0,0,0,,1,121,2085
hashicorp/vault,13498,supriya-premkumar,110,698,3,3,51,293,cipherboy|heatherezell|supriya-premkumar,3,161,991
hashicorp/vault,13497,paladin-devops,154,1142,2,2,81,449,heatherezell|maxb,3,235,1591
hashicorp/vault,13489,dnephin,343,2258,2,1,50,290,dnephin,1,393,2548
hashicorp/vault,13485,winkee01,86,456,0,0,0,0,,1,86,456
hashicorp/vault,13472,lovepr16,166,1112,3,3,282,1650,fairclothjm|heatherezell|lovepr16,3,448,2762
hashicorp/vault,13467,maxramqvist,147,859,6,6,447,2836,VinnyHC|austingebauer|heatherezell|maxramqvist|mdgreenwald|priyanshu281,6,594,3695
hashicorp/vault,13466,freimer,615,3777,1,1,31,186,heatherezell,2,646,3963
hashicorp/vault,13460,braunsonm,368,2623,9,3,471,2582,archoversight|austingebauer|braunsonm,3,839,5205
hashicorp/vault,13456,OOTS,169,1127,3,2,95,528,dops-at|f4z3r,3,264,1655
hashicorp/vault,13453,pauelstv,367,2528,4,2,166,967,heatherezell|pauelstv,2,533,3495
hashicorp/vault,13450,mike2194,235,1900,3,2,85,509,heatherezell|mike2194,2,320,2409
hashicorp/vault,13442,T0tt1,808,6475,11,3,773,5113,T0tt1|heatherezell|ocharles,3,1581,11588
hashicorp/vault,13440,jdef,381,2670,3,2,203,1310,cipherboy|jdef,2,584,3980
hashicorp/vault,13416,JulianNeuhaus27,556,3834,1,1,236,1347,mderriey,2,792,5181
hashicorp/vault,13410,phozzy,23,150,0,0,0,0,,1,23,150
hashicorp/vault,13406,grahamc,161,1092,4,4,215,1247,aram535|ch0wm3in|heatherezell|jplindquist,5,376,2339
hashicorp/vault,13404,vsychov,244,2223,8,4,3460,40494,lukpep|ncabatoff|pmmukh|vsychov,4,3704,42717
hashicorp/vault,13403,developer-guy,161,968,3,3,166,923,Dentrax|hghaf099|raskchanky,4,327,1891
hashicorp/vault,13388,ichasco-heytrade,166,1094,4,4,117,677,epinzur|guitcastro|ichasco-heytrade|kalafut,4,283,1771
hashicorp/vault,13386,woohgit,125,774,8,6,716,4219,george-angel|heatherezell|jeffwidman|ncabatoff|peczenyj|woohgit,6,841,4993
hashicorp/vault,13376,bmendric,230,1550,3,3,68,390,bmendric|heatherezell|remilapeyre,3,298,1940
hashicorp/vault,13374,paladin-devops,140,911,0,0,0,0,,1,140,911
hashicorp/vault,13364,djivko,409,2707,2,2,54,307,djivko|heatherezell,2,463,3014
hashicorp/vault,13363,tingShean,300,1922,10,5,1072,6567,VioletHynes|dekimsey|heatherezell|pmmukh|tingShean,5,1372,8489
hashicorp/vault,13358,marafa-sugarcrm,494,3824,2,2,52,283,kalafut|swenson,3,546,4107
hashicorp/vault,13357,iRon7,438,4669,9,8,674,4243,LiviuSosu|VeraSimon|aphorise|arnav28|fourdim|joshgreifer|latdev|zofskeez,9,1112,8912
hashicorp/vault,13356,jeffwidman,45,282,3,2,157,862,heatherezell|jeffwidman,2,202,1144
hashicorp/vault,13353,firstdorsal,183,1162,3,3,80,484,arnav28|firstdorsal|heatherezell,3,263,1646
hashicorp/vault,13350,sudo-bmitch,345,2256,0,0,0,0,,1,345,2256
hashicorp/vault,13349,iusergii,101,755,2,2,45,259,iusergii|kalafut,2,146,1014
hashicorp/vault,13347,peterverraedt,264,1704,6,5,769,5175,h4l|peterverraedt|pmmukh|redat00|voiprodrigo,5,1033,6879
hashicorp/vault,13346,san6789,37,167,1,1,55,276,heatherezell,2,92,443
hashicorp/vault,13342,jeffwidman,131,876,1,1,9,50,jeffwidman,1,140,926
hashicorp/vault,13341,kauedg,353,2648,5,3,339,2344,kauedg|maxb|ryowright,3,692,4992
hashicorp/vault,13340,kauedg,517,4001,13,3,762,4474,kauedg|ncabatoff|ryowright,3,1279,8475
hashicorp/vault,13333,maugomez77,101,743,2,2,120,743,HridoyRoy|raskchanky,3,221,1486
hashicorp/vault,13331,maugomez77,125,816,3,3,70,347,Vinayaks439|heatherezell|maxb,4,195,1163
hashicorp/vault,13326,lawliet89,629,5155,5,4,104,570,fairclothjm|heatherezell|kalafut|lawliet89,4,733,5725
hashicorp/vault,13322,backjo,252,1582,1,1,15,71,heatherezell,2,267,1653
hashicorp/vault,13320,Rakshithakrishna2,165,1072,5,2,113,622,Rakshithakrishna2|heatherezell,2,278,1694
hashicorp/vault,13319,RoopGuron,347,2378,1,1,103,572,ncabatoff,2,450,2950
hashicorp/vault,13317,maugomez77,254,1711,11,6,517,3372,aabouzaid|askmike1|dieterdemeyer|heatherezell|jeffwidman|maugomez77,6,771,5083
hashicorp/vault,13305,san6789,112,854,5,2,192,1076,heatherezell|san6789,2,304,1930
hashicorp/vault,13304,shaj13,80,466,2,2,517,3102,heatherezell|shaj13,2,597,3568
hashicorp/vault,13293,mike-code,362,2293,9,5,489,2919,AnPucel|dzmitry-lab|heatherezell|mike-code|ryowright,5,851,5212
hashicorp/vault,13291,aram535,920,7256,10,4,1704,12026,aram535|digitalfredy|heatherezell|maxb,4,2624,19282
hashicorp/vault,13281,slm0n87,696,4539,2,2,77,467,ncabatoff|slm0n87,2,773,5006
hashicorp/vault,13279,rninov,229,1489,1,1,21,131,rninov,1,250,1620
hashicorp/vault,13278,evan361425,129,866,2,2,85,483,evan361425|kitography,2,214,1349
hashicorp/vault,13274,ludovicianul,198,1289,7,4,980,8406,aphorise|heatherezell|ludovicianul|ryowright,4,1178,9695
hashicorp/vault,13273,ludovicianul,200,1276,1,1,1419,20891,aphorise,2,1619,22167
hashicorp/vault,13270,kafeinnet,273,1971,2,2,58,296,arnav28|evsasha,3,331,2267
hashicorp/vault,13269,shaj13,208,1352,4,2,389,2449,heatherezell|shaj13,2,597,3801
hashicorp/vault,13258,cjyar,436,3213,0,0,0,0,,1,436,3213
hashicorp/vault,13256,navaneethrameshan,307,2256,1,1,31,183,stevendpclark,2,338,2439
hashicorp/vault,13253,navaneethrameshan,281,2095,1,1,16,108,stevendpclark,2,297,2203
hashicorp/vault,13248,7c,37,250,5,3,350,3283,7c|FlyingDR|ncabatoff,3,387,3533
hashicorp/vault,13246,jascao,568,4452,0,0,0,0,,1,568,4452
hashicorp/vault,13243,DemiMarie,206,1285,7,4,319,1963,DemiMarie|heatherezell|stevendpclark|victorr,4,525,3248
hashicorp/vault,13234,sabarisankarj,139,921,2,2,179,1029,hghaf099|ncabatoff,3,318,1950
hashicorp/vault,13232,en-milie,489,4140,1,1,8,34,ryowright,2,497,4174
hashicorp/vault,13226,rgevaert,349,3240,10,4,344,2098,benashz|heatherezell|ncabatoff|rgevaert,4,693,5338
hashicorp/vault,13225,ludovicianul,417,3049,4,3,336,1958,heatherezell|pmmukh|ryowright,4,753,5007
hashicorp/vault,13224,candlerb,1060,6630,1,1,18,110,kalafut,2,1078,6740
hashicorp/vault,13223,RickyGrassmuck,1190,8038,15,5,1633,10517,RickyGrassmuck|eroteme|fairclothjm|heatherezell|njoerd114,5,2823,18555
hashicorp/vault,13219,tristanmorgan,250,2027,4,2,143,833,heatherezell|tristanmorgan,2,393,2860
hashicorp/vault,13204,candlerb,369,2411,2,2,59,339,austingebauer|heatherezell,3,428,2750
hashicorp/vault,13193,jsmilani,553,3460,5,5,157,887,ashwinkupatkar|cipherboy|divyapola5|heatherezell|schrodingersket,6,710,4347
hashicorp/vault,13192,ca8IiN4oow,448,3397,3,3,58,318,calvn|fairclothjm|heatherezell,4,506,3715
hashicorp/vault,13188,anuj1366,343,2281,8,4,391,2631,anuj1366|heatherezell|maxb|scud328,4,734,4912
hashicorp/vault,13180,lukpep,246,1723,3,2,143,763,heatherezell|lukpep,2,389,2486
hashicorp/vault,13179,EtienneBruines,276,1887,1,1,23,122,akshya96,2,299,2009
hashicorp/vault,13158,rrijkse,5649,34335,1,1,23,120,heatherezell,2,5672,34455
hashicorp/vault,13157,hiyosi,434,3006,1,1,25,134,cipherboy,2,459,3140
hashicorp/vault,13141,anthosz,210,1208,0,0,0,0,,1,210,1208
hashicorp/vault,13131,anxstj,369,2396,3,2,145,776,heatherezell|meirish,3,514,3172
hashicorp/vault,13130,laugmanuel,654,4252,9,3,511,3075,bendem|heatherezell|laugmanuel,3,1165,7327
hashicorp/vault,13129,Djaler,96,546,4,3,302,1751,Djaler|heatherezell|maxb,3,398,2297
hashicorp/vault,13122,joaqquin89,145,935,4,2,213,1240,heatherezell|joaqquin89,2,358,2175
hashicorp/vault,13120,TheOutdoorProgrammer,281,1760,1,1,66,361,heatherezell,2,347,2121
hashicorp/vault,13119,OmgImAlexis,246,1662,2,1,74,367,heatherezell,2,320,2029
hashicorp/vault,13112,OmgImAlexis,145,892,1,1,38,230,hellobontempo,2,183,1122
hashicorp/vault,13074,kdubb,66,456,0,0,0,0,,1,66,456
notaryproject/notation,1332,nipil,190,1115,5,3,304,1867,FeynmanZhou|github-actions[bot]|nipil,3,494,2982
notaryproject/notation,1326,justlucknb,155,987,2,2,48,268,FeynmanZhou|github-actions[bot],3,203,1255
notaryproject/notation,1293,13567436138,214,1544,4,3,73,415,13567436138|FeynmanZhou|github-actions[bot],3,287,1959
notaryproject/notation,1288,Saurabh12p,190,1281,5,3,168,930,FeynmanZhou|Saurabh12p|github-actions[bot],3,358,2211
notaryproject/notation,1259,FeynmanZhou,37,226,0,0,0,0,,1,37,226
notaryproject/notation,1256,qba73,362,2558,7,4,113,594,FeynmanZhou|github-actions[bot]|qba73|yizha1,4,475,3152
notaryproject/notation,1254,varsha2605,363,2359,2,2,97,652,FeynmanZhou|varsha2605,2,460,3011
notaryproject/notation,1247,FeynmanZhou,913,6095,1,1,50,277,FeynmanZhou,1,963,6372
notaryproject/notation,1239,ghost,55,384,0,0,0,0,,1,55,384
notaryproject/notation,1229,FeynmanZhou,465,3160,0,0,0,0,,1,465,3160
notaryproject/notation,1228,FeynmanZhou,402,2955,2,2,39,209,Mujib-Ahasan|github-actions[bot],3,441,3164
notaryproject/notation,1226,yizha1,399,3217,1,1,12,78,shizhMSFT,2,411,3295
notaryproject/notation,1224,7h3-3mp7y-m4n,137,838,2,2,21,102,7h3-3mp7y-m4n|FeynmanZhou,2,158,940
notaryproject/notation,1222,david-freistrom,391,3111,24,7,3373,25041,FeynmanZhou|baarde|david-freistrom|ghost|github-actions[bot]|nobbs|tom-dudley,7,3764,28152
notaryproject/notation,1193,ghost,49,330,2,1,39,200,github-actions[bot],2,88,530
notaryproject/notation,1171,ghost,51,326,3,2,122,730,FeynmanZhou|ghost,2,173,1056
notaryproject/notation,1170,JeyJeyGao,46,302,1,1,16,120,FeynmanZhou,2,62,422
notaryproject/notation,1151,JeyJeyGao,43,340,1,1,19,126,JeyJeyGao,1,62,466
notaryproject/notation,1144,JeyJeyGao,197,1465,0,0,0,0,,1,197,1465
notaryproject/notation,1139,JeyJeyGao,79,526,0,0,0,0,,1,79,526
notaryproject/notation,1138,JeyJeyGao,68,435,0,0,0,0,,1,68,435
notaryproject/notation,1136,yizha1,144,978,5,3,86,444,7h3-3mp7y-m4n|github-actions[bot]|yizha1,3,230,1422
notaryproject/notation,1134,JeyJeyGao,89,619,0,0,0,0,,1,89,619
notaryproject/notation,1116,FeynmanZhou,100,628,1,1,28,148,github-actions[bot],2,128,776
notaryproject/notation,1104,JeyJeyGao,100,572,1,1,31,211,JeyJeyGao,1,131,783
notaryproject/notation,1096,bureado,318,1993,3,3,384,2290,JeyJeyGao|bureado|yizha1,3,702,4283
notaryproject/notation,1080,roeishuster,97,602,4,2,129,748,FeynmanZhou|roeishuster,2,226,1350
notaryproject/notation,1068,ghost,26,142,0,0,0,0,,1,26,142
notaryproject/notation,1067,yizha1,408,2961,3,3,377,2548,DahuK|bureado|yizha1,3,785,5509
notaryproject/notation,1062,yizha1,86,648,5,3,199,1120,FeynmanZhou|github-actions[bot]|yizha1,3,285,1768
notaryproject/notation,1058,FeynmanZhou,154,1062,0,0,0,0,,1,154,1062
notaryproject/notation,1040,priteshbandi,26,156,0,0,0,0,,1,26,156
notaryproject/notation,1031,JanetZhouJ,397,3237,4,3,97,589,FeynmanZhou|github-actions[bot]|yizha1,4,494,3826
notaryproject/notation,1028,FeynmanZhou,111,703,3,1,67,348,github-actions[bot],2,178,1051
notaryproject/notation,1027,iamantil,98,660,7,3,1476,12380,github-actions[bot]|iamantil|yizha1,3,1574,13040
notaryproject/notation,1018,JeyJeyGao,88,535,2,1,54,313,JeyJeyGao,1,142,848
notaryproject/notation,1012,ghost,51,313,1,1,3,21,ghost,1,54,334
notaryproject/notation,1004,yizha1,350,2446,1,1,3,21,ghost,2,353,2467
notaryproject/notation,997,JeyJeyGao,89,621,2,1,57,352,ghost,2,146,973
notaryproject/notation,992,ghost,21,169,0,0,0,0,,1,21,169
notaryproject/notation,988,ghost,18,166,2,1,26,178,ghost,1,44,344
notaryproject/notation,985,yizha1,59,402,2,1,39,200,github-actions[bot],2,98,602
notaryproject/notation,976,JeyJeyGao,115,744,2,2,39,237,JeyJeyGao|ghost,2,154,981
notaryproject/notation,975,MinerYang,317,3195,2,2,19,137,ghost|yizha1,3,336,3332
notaryproject/notation,974,FeynmanZhou,259,1747,2,2,46,290,ghost|github-actions[bot],3,305,2037
notaryproject/notation,973,FeynmanZhou,247,1662,5,1,123,644,github-actions[bot],2,370,2306
notaryproject/notation,968,chenrui333,37,198,3,2,39,208,chenrui333|shizhMSFT,2,76,406
notaryproject/notation,959,yizha1,444,2770,8,3,309,1797,github-actions[bot]|priteshbandi|yizha1,3,753,4567
notaryproject/notation,947,yizha1,85,592,4,3,342,1999,FeynmanZhou|ghost|yizha1,3,427,2591
notaryproject/notation,943,lmussier,56,346,6,2,204,1146,lmussier|yizha1,2,260,1492
notaryproject/notation,934,FeynmanZhou,110,734,3,1,67,348,github-actions[bot],2,177,1082
notaryproject/notation,926,FeynmanZhou,297,2111,0,0,0,0,,1,297,2111
notaryproject/notation,921,JeyJeyGao,84,545,0,0,0,0,,1,84,545
notaryproject/notation,910,omkhard,150,928,6,4,514,3224,JeyJeyGao|github-actions[bot]|omkhard|yizha1,4,664,4152
notaryproject/notation,909,zosocanuck,245,1529,4,3,475,2773,github-actions[bot]|mattmshell|yizha1,4,720,4302
notaryproject/notation,904,priteshbandi,130,877,2,2,54,304,JeyJeyGao|yizha1,3,184,1181
notaryproject/notation,903,zachbugay,69,430,2,1,39,200,github-actions[bot],2,108,630
notaryproject/notation,902,tomaszkrzyzanowski,180,1079,5,4,134,805,FeynmanZhou|JeyJeyGao|tomaszkrzyzanowski|yizha1,4,314,1884
notaryproject/notation,897,gponto,298,1991,2,1,43,235,yizha1,2,341,2226
notaryproject/notation,894,FeynmanZhou,163,1022,0,0,0,0,,1,163,1022
notaryproject/notation,893,shizhMSFT,41,189,0,0,0,0,,1,41,189
notaryproject/notation,892,yizha1,206,1294,17,7,2585,15747,ChristianCiach|FeynmanZhou|ghost|priteshbandi|shizhMSFT|sudo-bmitch|yizha1,7,2791,17041
notaryproject/notation,885,Quanalogy,107,689,4,3,65,347,FeynmanZhou|github-actions[bot]|yizha1,4,172,1036
notaryproject/notation,882,omkhard,138,997,2,2,41,224,omkhard|sajayantony,2,179,1221
notaryproject/notation,880,yizha1,64,464,5,2,250,1481,github-actions[bot]|yizha1,2,314,1945
notaryproject/notation,868,FeynmanZhou,528,3689,1,1,49,277,JeyJeyGao,2,577,3966
notaryproject/notation,867,FeynmanZhou,311,2094,5,2,442,2821,FeynmanZhou|JeyJeyGao,2,753,4915
notaryproject/notation,859,FeynmanZhou,165,1078,6,4,225,1242,7h3-3mp7y-m4n|FeynmanZhou|boorah|github-actions[bot],4,390,2320
notaryproject/notation,853,ghost,37,292,0,0,0,0,,1,37,292
notaryproject/notation,852,ghost,26,207,1,1,78,441,ghost,1,104,648
notaryproject/notation,851,ghost,102,727,0,0,0,0,,1,102,727
notaryproject/notation,844,kattmang,241,1515,3,3,130,780,FeynmanZhou|kattmang|yizha1,3,371,2295
notaryproject/notation,839,fanndu,261,2212,4,3,493,3181,FeynmanZhou|fanndu|yizha1,3,754,5393
notaryproject/notation,838,yizha1,243,1563,1,1,39,272,yizha1,1,282,1835
notaryproject/notation,829,fanndu,198,1258,5,3,404,2745,FeynmanZhou|fanndu|yizha1,3,602,4003
notaryproject/notation,828,fanndu,212,1352,2,2,23,158,fanndu|yizha1,2,235,1510
notaryproject/notation,825,vikasprasad007,80,514,6,4,439,2619,FeynmanZhou|github-actions[bot]|vikasprasad007|yizha1,4,519,3133
notaryproject/notation,824,FeynmanZhou,169,1112,0,0,0,0,,1,169,1112
notaryproject/notation,822,FeynmanZhou,218,1566,5,3,261,1731,JeyJeyGao|priteshbandi|shizhMSFT,4,479,3297
notaryproject/notation,808,yizha1,336,2596,1,1,10,40,ghost,2,346,2636
notaryproject/notation,804,yizha1,93,670,2,2,21,108,FeynmanZhou|yizha1,2,114,778
notaryproject/notation,801,JeyJeyGao,141,1028,0,0,0,0,,1,141,1028
notaryproject/notation,790,priteshbandi,250,1754,1,1,28,148,github-actions[bot],2,278,1902
notaryproject/notation,905,FeynmanZhou,268,1737,6,4,196,1112,FeynmanZhou|akashsinghal|github-actions[bot]|jeremyrickard,4,464,2849
notaryproject/notation,783,Wwwsylvia,163,1080,3,2,123,749,FeynmanZhou|priteshbandi,3,286,1829
notaryproject/notation,778,shizhMSFT,174,1320,9,4,308,1817,chenrui333|mintbomb27|shizhMSFT|yizha1,4,482,3137
notaryproject/notation,777,yizha1,604,3828,5,3,265,1593,FeynmanZhou|sajayantony|tuminoid,4,869,5421
notaryproject/notation,773,sozercan,176,1382,0,0,0,0,,1,176,1382
notaryproject/notation,772,sozercan,182,1292,1,1,10,74,yizha1,2,192,1366
notaryproject/notation,768,priteshbandi,127,786,6,3,745,4796,FeynmanZhou|priteshbandi|yizha1,3,872,5582
notaryproject/notation,759,vishal-chdhry,253,1594,6,4,517,3291,FeynmanZhou|priteshbandi|vishal-chdhry|yizha1,4,770,4885
notaryproject/notation,756,priteshbandi,200,1289,0,0,0,0,,1,200,1289
notaryproject/notation,749,shizhMSFT,162,1276,4,3,94,592,priteshbandi|shizhMSFT|yizha1,3,256,1868
notaryproject/notation,747,JeyJeyGao,128,896,1,1,11,73,yizha1,2,139,969
notaryproject/notation,741,priteshbandi,85,589,23,7,2251,15270,FeynmanZhou|ghost|gokarnm|priteshbandi|shizhMSFT|toddysm|yizha1,7,2336,15859
notaryproject/notation,733,jimmychen92,221,1394,2,2,216,1273,priteshbandi|shizhMSFT,3,437,2667
notaryproject/notation,728,duffney,96,586,2,2,104,630,FeynmanZhou|duffney,2,200,1216
notaryproject/notation,726,JeyJeyGao,87,538,0,0,0,0,,1,87,538
notaryproject/notation,721,jimmychen92,180,1152,4,4,407,2673,FeynmanZhou|jimmychen92|priteshbandi|shizhMSFT,4,587,3825
notaryproject/notation,718,FeynmanZhou,103,639,4,3,206,1261,FeynmanZhou|github-actions[bot]|tungbq,3,309,1900
notaryproject/notation,715,toddysm,87,576,0,0,0,0,,1,87,576
notaryproject/notation,709,shizhMSFT,97,690,1,1,140,871,kokamkarsahil,2,237,1561
notaryproject/notation,707,JeyJeyGao,282,1877,1,1,25,154,shizhMSFT,2,307,2031
notaryproject/notation,706,FeynmanZhou,208,1394,3,3,195,1287,FeynmanZhou|kokamkarsahil|zr-msft,3,403,2681
notaryproject/notation,705,duffney,183,1139,2,2,57,308,duffney|yizha1,2,240,1447
notaryproject/notation,704,FeynmanZhou,352,2670,3,3,282,2318,FeynmanZhou|JeyJeyGao|yizha1,3,634,4988
notaryproject/notation,701,yizha1,338,2651,2,2,78,515,iamsamirzon|priteshbandi,3,416,3166
notaryproject/notation,700,yizha1,202,1420,1,1,82,575,priteshbandi,2,284,1995
notaryproject/notation,699,yizha1,328,2645,9,6,535,3432,FeynmanZhou|JeyJeyGao|iamsamirzon|priteshbandi|shizhMSFT|yizha1,6,863,6077
notaryproject/notation,697,Wwwsylvia,301,2149,0,0,0,0,,1,301,2149
notaryproject/notation,696,JeyJeyGao,230,1450,9,6,1085,6627,Wwwsylvia|iamsamirzon|jimmyraywv|priteshbandi|shizhMSFT|yizha1,7,1315,8077
notaryproject/notation,695,FeynmanZhou,189,1586,0,0,0,0,,1,189,1586
notaryproject/notation,694,priteshbandi,171,1171,6,5,33,187,ghost|gokarnm|priteshbandi|rgnote|shizhMSFT,5,204,1358
notaryproject/notation,693,JeyJeyGao,96,575,0,0,0,0,,1,96,575
notaryproject/notation,686,priteshbandi,378,2630,10,8,58,281,FeynmanZhou|JeyJeyGao|ghost|gokarnm|priteshbandi|rgnote|shizhMSFT|yizha1,8,436,2911
notaryproject/notation,683,ghost,186,1167,0,0,0,0,,1,186,1167
notaryproject/notation,681,Wwwsylvia,265,1739,1,1,135,808,Wwwsylvia,1,400,2547
notaryproject/notation,680,JeyJeyGao,100,657,0,0,0,0,,1,100,657
notaryproject/notation,677,JeyJeyGao,143,1188,1,1,49,466,FeynmanZhou,2,192,1654
notaryproject/notation,671,priteshbandi,179,1320,5,4,18,97,gokarnm|priteshbandi|rgnote|shizhMSFT,4,197,1417
notaryproject/notation,668,ghost,148,864,4,2,98,519,github-actions[bot]|yizha1,3,246,1383
notaryproject/notation,667,yizha1,132,787,1,1,64,385,qweeah,2,196,1172
notaryproject/notation,662,Wwwsylvia,154,1085,1,1,8,35,wangxiaoxuan273,2,162,1120
notaryproject/notation,661,priteshbandi,73,500,14,8,326,2005,FeynmanZhou|gokarnm|iamsamirzon|priteshbandi|rgnote|shizhMSFT|toddysm|yizha1,8,399,2505
notaryproject/notation,660,FeynmanZhou,218,1394,2,2,20,143,ghost|priteshbandi,3,238,1537
notaryproject/notation,659,yizha1,297,1848,25,6,2990,19476,FeynmanZhou|ghost|iamsamirzon|priteshbandi|shizhMSFT|yizha1,6,3287,21324
notaryproject/notation,655,sajayantony,72,524,0,0,0,0,,1,72,524
notaryproject/notation,653,patrickzheng200,379,2386,2,2,19,117,FeynmanZhou|ghost,3,398,2503
notaryproject/notation,648,JeyJeyGao,593,4631,2,1,6,37,JeyJeyGao,1,599,4668
notaryproject/notation,647,FeynmanZhou,250,1640,23,6,1744,10741,FeynmanZhou|ghost|iamsamirzon|patrickzheng200|toddysm|yizha1,6,1994,12381
notaryproject/notation,646,yizha1,134,867,1,1,12,62,yizha1,1,146,929
notaryproject/notation,645,yizha1,258,1899,1,1,4,19,patrickzheng200,2,262,1918
notaryproject/notation,644,FeynmanZhou,189,1551,1,1,18,99,FeynmanZhou,1,207,1650
notaryproject/notation,642,yizha1,13,68,1,1,9,59,yizha1,1,22,127
notaryproject/notation,641,yizha1,93,576,8,7,15,77,FeynmanZhou|JeyJeyGao|gokarnm|patrickzheng200|priteshbandi|rgnote|yizha1,7,108,653
notaryproject/notation,640,yizha1,83,499,2,2,9,48,patrickzheng200|yizha1,2,92,547
notaryproject/notation,638,yizha1,149,930,3,2,39,219,FeynmanZhou|yizha1,2,188,1149
notaryproject/notation,637,toddysm,158,1225,7,4,468,3072,FeynmanZhou|Wwwsylvia|toddysm|yizha1,4,626,4297
notaryproject/notation,635,yizha1,126,843,0,0,0,0,,1,126,843
notaryproject/notation,634,yizha1,169,1093,2,1,42,331,priteshbandi,2,211,1424
notaryproject/notation,633,yizha1,117,751,3,3,32,169,patrickzheng200|toddysm|yizha1,3,149,920
notaryproject/notation,631,FeynmanZhou,201,1277,2,2,28,170,0x-chaitu|FeynmanZhou,2,229,1447
notaryproject/notation,630,FeynmanZhou,345,2310,2,1,33,187,yizha1,2,378,2497
notaryproject/notation,628,yizha1,430,3075,1,1,8,75,yizha1,1,438,3150
notaryproject/notation,625,yizha1,292,2313,8,3,419,2868,FeynmanZhou|patrickzheng200|yizha1,3,711,5181
notaryproject/notation,624,yizha1,150,1086,1,1,8,61,yizha1,1,158,1147
notaryproject/notation,623,yizha1,176,1210,17,7,658,4166,ghost|iamsamirzon|patrickzheng200|sajayantony|shizhMSFT|toddysm|yizha1,7,834,5376
notaryproject/notation,622,toddysm,159,1133,2,2,50,251,FeynmanZhou|patrickzheng200,3,209,1384
