repo,issue_number,issue_author,issue_text_words,issue_text_chars,comment_count,unique_commenters,comment_text_words,comment_text_chars,comment_authors_joined,unique_thread_participants,total_text_words,total_text_chars
Keyfactor/ejbca-ce,973,alejandroalffer,146,941,2,2,68,472,alejandroalffer|primetomas,2,214,1413
Keyfactor/ejbca-ce,965,sam-sre,721,5771,0,0,0,0,,1,721,5771
Keyfactor/ejbca-ce,958,Archer3457,840,7508,0,0,0,0,,1,840,7508
Keyfactor/ejbca-ce,956,AdityaKoranga,402,3201,1,1,16,110,primetomas,2,418,3311
Keyfactor/ejbca-ce,955,FaziXX,814,5988,4,2,495,2978,FaziXX|primetomas,2,1309,8966
Keyfactor/ejbca-ce,952,benoiton,174,1019,2,1,96,490,primetomas,2,270,1509
Keyfactor/ejbca-ce,946,AdityaKoranga,106,667,6,2,426,2463,AdityaKoranga|primetomas,2,532,3130
Keyfactor/ejbca-ce,944,grzleadams,58,317,5,3,336,2202,AdityaKoranga|grzleadams|primetomas,3,394,2519
Keyfactor/ejbca-ce,943,Juanbanpar,1775,12530,3,2,82,409,hajajmaor|primetomas,3,1857,12939
Keyfactor/ejbca-ce,941,rso61,93,539,6,2,440,2610,primetomas|rso61,2,533,3149
Keyfactor/ejbca-ce,932,trentsteenholdt-synergyau,548,3444,5,2,770,4802,primetomas|trentsteenholdt-synergyau,2,1318,8246
Keyfactor/ejbca-ce,931,trentsteenholdt-synergyau,609,3880,16,2,2409,17013,primetomas|trentsteenholdt-synergyau,2,3018,20893
Keyfactor/ejbca-ce,930,ecolleu-pro,248,1526,2,1,81,465,primetomas,2,329,1991
Keyfactor/ejbca-ce,924,bkstein,686,7478,19,2,1120,6393,bkstein|primetomas,2,1806,13871
Keyfactor/ejbca-ce,922,DDvO,231,1483,26,2,1915,11560,DDvO|primetomas,2,2146,13043
Keyfactor/ejbca-ce,915,trentsteenholdt-synergyau,382,2753,6,2,587,3267,primetomas|trentsteenholdt-synergyau,2,969,6020
Keyfactor/ejbca-ce,910,BlackAnt1968601851,183,1092,5,2,1852,13585,BlackAnt1968601851|primetomas,2,2035,14677
Keyfactor/ejbca-ce,908,grzleadams,183,1110,5,2,436,2881,grzleadams|primetomas,2,619,3991
Keyfactor/ejbca-ce,904,ayalci,3504,26537,4,2,211,1151,ayalci|primetomas,2,3715,27688
Keyfactor/ejbca-ce,898,dickperkins,229,1704,3,2,302,2095,dickperkins|primetomas,2,531,3799
Keyfactor/ejbca-ce,885,omarsalek,199,1497,16,2,663,4576,omarsalek|primetomas,2,862,6073
Keyfactor/ejbca-ce,875,rriemann,192,1249,7,3,436,2568,primetomas|rriemann|sveinnthorarins,3,628,3817
Keyfactor/ejbca-ce,866,aloeenmae,41,354,2,1,62,357,primetomas,2,103,711
Keyfactor/ejbca-ce,865,aloeenmae,440,3243,0,0,0,0,,1,440,3243
Keyfactor/ejbca-ce,854,TheNighthawk99,90,580,2,1,23,112,primetomas,2,113,692
Keyfactor/ejbca-ce,845,PhilLaCiotat,52,260,4,2,131,772,PhilLaCiotat|primetomas,2,183,1032
Keyfactor/ejbca-ce,843,lakshya-chopra,174,1034,1,1,23,100,primetomas,2,197,1134
Keyfactor/ejbca-ce,842,AdityaKoranga,39,211,4,2,146,886,AdityaKoranga|primetomas,2,185,1097
Keyfactor/ejbca-ce,840,rso61,170,1067,5,3,107,603,Realiserad|primetomas|rso61,3,277,1670
Keyfactor/ejbca-ce,832,epistula76,173,1079,1,1,45,243,primetomas,2,218,1322
Keyfactor/ejbca-ce,824,Libeccio84,70,371,6,3,194,1005,Libeccio84|ff1bit|primetomas,3,264,1376
Keyfactor/ejbca-ce,821,benoiton,254,1626,4,2,148,825,dknight-bg|primetomas,3,402,2451
Keyfactor/ejbca-ce,805,dboden-nitro,706,4639,4,2,165,1066,dboden-nitro|primetomas,2,871,5705
Keyfactor/ejbca-ce,803,gokceyilmazz,254,1721,10,2,497,2921,gokceyilmazz|primetomas,2,751,4642
Keyfactor/ejbca-ce,799,KhadeAvinash,237,1443,3,2,126,928,KhadeAvinash|primetomas,2,363,2371
Keyfactor/ejbca-ce,797,KhadeAvinash,237,1679,0,0,0,0,,1,237,1679
Keyfactor/ejbca-ce,796,KhadeAvinash,231,1676,0,0,0,0,,1,231,1676
Keyfactor/ejbca-ce,792,benoiton,736,5187,4,2,1446,9575,benoiton|primetomas,2,2182,14762
Keyfactor/ejbca-ce,779,0xab3d,64,440,12,3,688,4378,0xab3d|Realiserad|primetomas,3,752,4818
Keyfactor/ejbca-ce,774,VonRehberg,258,1788,11,2,834,4766,VonRehberg|primetomas,2,1092,6554
Keyfactor/ejbca-ce,751,eamkhal,82,467,1,1,30,166,mike-agrenius-kushner,2,112,633
Keyfactor/ejbca-ce,743,oeztolga,114,720,1,1,81,514,primetomas,2,195,1234
Keyfactor/ejbca-ce,740,DanieleSmith92,257,1641,0,0,0,0,,1,257,1641
Keyfactor/ejbca-ce,731,miguelarman,210,1158,13,2,6233,47585,miguelarman|primetomas,2,6443,48743
Keyfactor/ejbca-ce,728,eamkhal,1386,9367,6,2,1758,13711,eamkhal|primetomas,2,3144,23078
Keyfactor/ejbca-ce,716,MyoHlaiWin,99,656,1,1,1342,10336,MyoHlaiWin,1,1441,10992
Keyfactor/ejbca-ce,708,WHN-JWEBB,4519,35675,3,2,127,728,WHN-JWEBB|primetomas,2,4646,36403
Keyfactor/ejbca-ce,691,vivekananda501,230,1880,1,1,81,571,primetomas,2,311,2451
Keyfactor/ejbca-ce,690,bergstiefelbene,124,793,2,1,29,177,primetomas,2,153,970
Keyfactor/ejbca-ce,670,tmihajloski,220,1231,7,4,306,1693,Realiserad|primetomas|svenska-primekey|tmihajloski,4,526,2924
Keyfactor/ejbca-ce,666,Libeccio84,232,1583,2,2,59,347,Libeccio84|primetomas,2,291,1930
Keyfactor/ejbca-ce,659,benoiton,165,1097,9,3,984,6721,benoiton|hesunmark|primetomas,3,1149,7818
Keyfactor/ejbca-ce,648,RufusJWB,4264,31244,3,2,210,1224,RufusJWB|primetomas,2,4474,32468
Keyfactor/ejbca-ce,645,RufusJWB,403,2726,2,1,23,111,primetomas,2,426,2837
Keyfactor/ejbca-ce,641,jotamartos,82,505,5,4,184,1147,Realiserad|dobicinaitis|jotamartos|primetomas,4,266,1652
Keyfactor/ejbca-ce,620,adityajoshi12,104,768,0,0,0,0,,1,104,768
Keyfactor/ejbca-ce,616,kuffel,255,1934,3,2,72,447,kuffel|primetomas,2,327,2381
Keyfactor/ejbca-ce,613,HarimbolaSantatra,299,2421,0,0,0,0,,1,299,2421
Keyfactor/ejbca-ce,589,aleloco09,572,3816,1,1,75,428,primetomas,2,647,4244
Keyfactor/ejbca-ce,578,chuegel,120,842,4,1,112,692,primetomas,2,232,1534
Keyfactor/ejbca-ce,577,dwabisch,108,671,3,2,108,573,dwabisch|primetomas,2,216,1244
Keyfactor/ejbca-ce,576,floriankoenig-work,54,352,1,1,9,57,primetomas,2,63,409
Keyfactor/ejbca-ce,568,KiruthigaKadhirvel,56,345,0,0,0,0,,1,56,345
Keyfactor/ejbca-ce,563,RufusJWB,123,787,0,0,0,0,,1,123,787
Keyfactor/ejbca-ce,556,sbarnes-tecnica,382,2812,4,2,289,1655,primetomas|sbarnes-tecnica,2,671,4467
Keyfactor/ejbca-ce,545,HumanG33k,96,545,2,1,90,558,primetomas,2,186,1103
Keyfactor/ejbca-ce,541,MelihTaki,1769,13813,0,0,0,0,,1,1769,13813
Keyfactor/ejbca-ce,537,kuehne-trustable-de,147,888,3,1,169,883,primetomas,2,316,1771
Keyfactor/ejbca-ce,520,alex-cbn,226,1535,3,2,75,390,alex-cbn|svenska-primekey,2,301,1925
Keyfactor/ejbca-ce,515,lucistanescu,2913,20993,2,1,31,172,primetomas,2,2944,21165
Keyfactor/ejbca-ce,513,uedvt359,803,5599,4,2,67,413,primetomas|uedvt359,2,870,6012
Keyfactor/ejbca-ce,510,3keyroman,1257,9501,2,1,74,490,primetomas,2,1331,9991
Keyfactor/ejbca-ce,505,syisunny,312,2214,3,1,76,464,primetomas,2,388,2678
Keyfactor/ejbca-ce,504,primetomas,272,1900,0,0,0,0,,1,272,1900
Keyfactor/ejbca-ce,503,steamblade,288,2024,15,4,2371,31294,JimmyLuoX|mike-agrenius-kushner|primetomas|steamblade,4,2659,33318
Keyfactor/ejbca-ce,492,RavilN,305,1996,2,1,87,517,primetomas,2,392,2513
Keyfactor/ejbca-ce,473,kuehne-trustable-de,192,1402,8,4,307,1776,murphy1312|primetomas|svenska-primekey|thomascenni,5,499,3178
Keyfactor/ejbca-ce,472,selbitschka,220,1440,2,1,36,194,primetomas,2,256,1634
Keyfactor/ejbca-ce,445,RufusJWB,285,2145,7,3,1034,6255,DDvO|RufusJWB|primetomas,3,1319,8400
Keyfactor/ejbca-ce,442,floriankoenig-work,56,319,7,2,197,1077,floriankoenig-work|primetomas,2,253,1396
Keyfactor/ejbca-ce,441,floriankoenig-work,96,631,3,2,159,896,floriankoenig-work|primetomas,2,255,1527
Keyfactor/ejbca-ce,440,RavilN,123,765,6,2,674,4943,RavilN|primetomas,2,797,5708
Keyfactor/ejbca-ce,439,RavilN,106,729,13,3,692,4079,RavilN|dlewis7444|primetomas,3,798,4808
Keyfactor/ejbca-ce,438,Stueypoo,1073,9720,14,3,1086,7997,Stueypoo|primetomas|xipki,3,2159,17717
Keyfactor/ejbca-ce,437,Stueypoo,267,2120,2,1,58,316,primetomas,2,325,2436
Keyfactor/ejbca-ce,436,RufusJWB,188,1282,5,2,5025,38517,RufusJWB|primetomas,2,5213,39799
Keyfactor/ejbca-ce,430,uedvt359,113,712,1,1,7,49,primetomas,2,120,761
Keyfactor/ejbca-ce,429,ENgraver666,302,2447,2,2,21,99,primetomas|svenska-primekey,3,323,2546
Keyfactor/ejbca-ce,428,Stueypoo,788,6900,3,3,27,156,Stueypoo|primetomas|svenska-primekey,3,815,7056
Keyfactor/ejbca-ce,419,Stueypoo,240,1725,3,1,105,602,primetomas,2,345,2327
Keyfactor/ejbca-ce,418,Stueypoo,59,502,3,2,97,535,Stueypoo|primetomas,2,156,1037
Keyfactor/ejbca-ce,415,benoiton,76,509,4,2,112,762,benoiton|primetomas,2,188,1271
Keyfactor/ejbca-ce,410,ccampetto1,4587,34246,2,1,75,418,primetomas,2,4662,34664
Keyfactor/ejbca-ce,409,tomazbracic,61,359,2,1,51,342,primetomas,2,112,701
Keyfactor/ejbca-ce,408,Sysidint,205,1262,3,1,209,1186,primetomas,2,414,2448
Keyfactor/ejbca-ce,407,nguyenthanhvu240,22,117,3,2,45,275,grindsa|primetomas,3,67,392
Keyfactor/ejbca-ce,406,ToddBerliner,40,248,4,4,49,272,MrWildanMD|nguyenthanhvu240|primetomas|vacan1t,5,89,520
Keyfactor/ejbca-ce,402,MrWildanMD,72,522,4,2,88,595,MrWildanMD|primetomas,2,160,1117
Keyfactor/ejbca-ce,395,mdaur,54,335,0,0,0,0,,1,54,335
Keyfactor/ejbca-ce,394,mdaur,67,332,1,1,26,241,primetomas,2,93,573
Keyfactor/ejbca-ce,378,selbitschka,120,747,12,4,520,2951,DeuxCatPotes|pkmarios|primetomas|selbitschka,4,640,3698
Keyfactor/ejbca-ce,375,mangusbrother,39,246,1,1,6,36,primetomas,2,45,282
Keyfactor/ejbca-ce,366,lunitaris,189,1120,2,2,39,229,lunitaris|primetomas,2,228,1349
Keyfactor/ejbca-ce,360,lunitaris,166,1019,1,1,44,271,primetomas,2,210,1290
Keyfactor/ejbca-ce,350,benoiton,81,519,1,1,13,73,primetomas,2,94,592
Keyfactor/ejbca-ce,344,benoiton,366,2299,1,1,52,273,primetomas,2,418,2572
Keyfactor/ejbca-ce,336,ZnqbuZ,82,608,2,1,36,208,primetomas,2,118,816
Keyfactor/ejbca-ce,333,jnlopez7,56,316,1,1,67,410,primetomas,2,123,726
Keyfactor/ejbca-ce,327,DatPenguin,111,685,6,3,333,2405,DatPenguin|anonhostpi|primetomas,3,444,3090
Keyfactor/ejbca-ce,317,simplysoft,52,413,2,1,125,803,primetomas,2,177,1216
Keyfactor/ejbca-ce,316,miguelarman,316,2135,5,3,483,2999,benoiton|miguelarman|primetomas,3,799,5134
Keyfactor/ejbca-ce,314,floriankoenig-work,140,1324,2,1,124,677,primetomas,2,264,2001
Keyfactor/ejbca-ce,313,ekrekeler,787,5746,0,0,0,0,,1,787,5746
Keyfactor/ejbca-ce,304,fuomag9,39,271,1,1,9,61,primetomas,2,48,332
Keyfactor/ejbca-ce,303,fuomag9,53,365,2,1,18,106,primetomas,2,71,471
Keyfactor/ejbca-ce,298,raydoom,1379,11156,1,1,33,203,primetomas,2,1412,11359
Keyfactor/ejbca-ce,297,bugz8unny69,108,711,1,1,80,487,primetomas,2,188,1198
Keyfactor/ejbca-ce,295,bsjaramillo,201,1172,1,1,13,58,bsjaramillo,1,214,1230
Keyfactor/ejbca-ce,294,SvenRoederer,88,522,1,1,25,127,primetomas,2,113,649
Keyfactor/ejbca-ce,293,SvenRoederer,392,3004,2,1,287,2003,primetomas,2,679,5007
Keyfactor/ejbca-ce,291,bsjaramillo,30,153,1,1,18,126,primetomas,2,48,279
Keyfactor/ejbca-ce,282,bsjaramillo,46,327,3,2,127,758,bsjaramillo|primetomas,2,173,1085
Keyfactor/ejbca-ce,275,gareththered,116,637,3,3,96,541,LachlanDodd|gareththered|hesunmark,3,212,1178
Keyfactor/ejbca-ce,266,uedvt359,65,428,6,2,178,1059,primetomas|uedvt359,2,243,1487
Keyfactor/ejbca-ce,264,hfzqasim,384,3697,11,2,905,6332,hfzqasim|primetomas,2,1289,10029
Keyfactor/ejbca-ce,261,uedvt359,110,723,1,1,32,167,primetomas,2,142,890
Keyfactor/ejbca-ce,258,uedvt359,73,451,1,1,16,89,uedvt359,1,89,540
Keyfactor/ejbca-ce,255,kathodion,293,2300,9,2,403,2284,kathodion|primetomas,2,696,4584
Keyfactor/ejbca-ce,251,jc1203,122,805,1,1,9,52,jc1203,1,131,857
Keyfactor/ejbca-ce,249,iandrewt,338,1964,1,1,7,30,primetomas,2,345,1994
Keyfactor/ejbca-ce,248,sj10v2,314,2786,5,2,588,5305,primetomas|sj10v2,2,902,8091
Keyfactor/ejbca-ce,240,nvollmar,44,288,6,3,295,1936,hablutzel1|nvollmar|primetomas,3,339,2224
Keyfactor/ejbca-ce,225,darkpastiurs,793,6122,2,2,77,410,darkpastiurs|primetomas,2,870,6532
Keyfactor/ejbca-ce,223,Realiserad,41,250,1,1,186,1901,Realiserad,1,227,2151
Keyfactor/ejbca-ce,220,Pinkbyte,91,522,19,2,904,5307,Pinkbyte|primetomas,2,995,5829
Keyfactor/ejbca-ce,219,Pinkbyte,477,3622,0,0,0,0,,1,477,3622
Keyfactor/ejbca-ce,218,raydoom,24,148,3,2,60,370,primetomas|raydoom,2,84,518
Keyfactor/ejbca-ce,211,raydoom,727,3892,5,2,689,4781,primetomas|raydoom,2,1416,8673
Keyfactor/ejbca-ce,201,JibinNajeeb,89,635,1,1,39,253,primetomas,2,128,888
Keyfactor/ejbca-ce,200,Arlo001,92,608,1,1,14,82,JibinNajeeb,2,106,690
Keyfactor/ejbca-ce,196,Arlo001,713,5850,8,3,1305,9020,Arlo001|mike-agrenius-kushner|primetomas,3,2018,14870
Keyfactor/ejbca-ce,195,ghost,151,972,2,2,65,390,ghost|primetomas,2,216,1362
Keyfactor/ejbca-ce,179,Silviu-Caprar,86,571,1,1,49,321,primetomas,2,135,892
Keyfactor/ejbca-ce,176,sbingner,282,1605,6,2,1518,9922,primetomas|sbingner,2,1800,11527
Keyfactor/ejbca-ce,168,Realiserad,51,312,6,2,612,4977,Realiserad|primetomas,2,663,5289
Keyfactor/ejbca-ce,159,oculos,1338,9563,2,2,45,251,oculos|sbarnes-tecnica,2,1383,9814
Keyfactor/ejbca-ce,158,adyfoot,29,160,2,2,105,653,Realiserad|primetomas,3,134,813
Keyfactor/ejbca-ce,153,Michuu93,16,87,2,1,104,610,primetomas,2,120,697
Keyfactor/ejbca-ce,145,chaliy,60,362,5,3,104,548,akielbas|primetomas|s17t,4,164,910
Keyfactor/ejbca-ce,134,mdhont,1319,10081,6,2,520,3621,mdhont|primetomas,2,1839,13702
Keyfactor/ejbca-ce,130,sandevins,163,982,3,2,44,250,primetomas|sandevins,2,207,1232
Keyfactor/ejbca-ce,125,carlosjpr-collab,64,402,1,1,30,186,primetomas,2,94,588
Keyfactor/ejbca-ce,119,nzeroxed,71,466,3,1,78,441,primetomas,2,149,907
Keyfactor/ejbca-ce,118,NortonHua,54,275,2,1,92,548,primetomas,2,146,823
Keyfactor/ejbca-ce,113,Edelmeyder,92,473,1,1,32,168,primetomas,2,124,641
Keyfactor/ejbca-ce,112,arshadnoor,4569,34300,3,3,59,279,PhilippeTKM|mike-agrenius-kushner|primetomas,4,4628,34579
Keyfactor/ejbca-ce,103,donusry-privoro,87,523,3,2,102,545,donusry-privoro|primetomas,2,189,1068
Keyfactor/ejbca-ce,102,Nobody0404,187,1350,11,2,522,3803,Nobody0404|primetomas,2,709,5153
Keyfactor/ejbca-ce,101,kvd-admin,569,3961,15,2,946,6042,kvd-admin|primetomas,2,1515,10003
Keyfactor/ejbca-ce,84,rmuehl,44,257,2,2,36,206,primetomas|rmuehl,2,80,463
Keyfactor/ejbca-ce,81,uedvt359,199,1274,4,2,303,1799,primetomas|uedvt359,2,502,3073
Keyfactor/ejbca-ce,80,uedvt359,269,1770,12,4,2065,13054,Synertry|fliegerwolf|primetomas|uedvt359,4,2334,14824
Keyfactor/ejbca-ce,76,zaltysz,114,844,10,3,557,3714,ecarlseen|primetomas|zaltysz,3,671,4558
Keyfactor/ejbca-ce,70,jhondari1989,399,2625,3,2,176,971,jhondari1989|primetomas,2,575,3596
Keyfactor/ejbca-ce,67,huang714669,72,429,10,2,4266,38308,huang714669|primetomas,2,4338,38737
Keyfactor/ejbca-ce,65,jhondari1989,90,544,6,4,420,2625,jhondari1989|mike-agrenius-kushner|pkmarios|primetomas,4,510,3169
Keyfactor/ejbca-ce,55,zmmm85,75,539,6,2,392,2460,primetomas|zmmm85,2,467,2999
Keyfactor/ejbca-ce,53,hstrang,193,1158,2,1,72,439,primetomas,2,265,1597
Keyfactor/ejbca-ce,52,serbans99,135,771,9,3,938,6936,pkmarios|primetomas|serbans99,3,1073,7707
Keyfactor/ejbca-ce,51,hsynff,300,2246,1,1,68,393,primetomas,2,368,2639
Keyfactor/ejbca-ce,40,JonnyBrando,869,5521,16,3,2390,14793,JonnyBrando|mike-agrenius-kushner|primetomas,3,3259,20314
Keyfactor/ejbca-ce,37,mperretta1,3732,27541,6,1,463,3579,primetomas,2,4195,31120
Keyfactor/ejbca-ce,35,karansachdeva24,49,265,1,1,30,187,mike-agrenius-kushner,2,79,452
Keyfactor/ejbca-ce,33,ghost,716,5143,1,1,25,210,ghost,1,741,5353
Keyfactor/ejbca-ce,32,nuthankumarkb07,23,170,2,1,44,327,primetomas,2,67,497
Keyfactor/ejbca-ce,29,Realiserad,349,2384,2,2,59,296,Realiserad|primetomas,2,408,2680
Keyfactor/ejbca-ce,26,sandor-szendro-i4p,82,529,2,1,113,657,primetomas,2,195,1186
Keyfactor/ejbca-ce,25,MastaP,399,2752,9,3,447,2781,MastaP|Realiserad|primetomas,3,846,5533
Keyfactor/ejbca-ce,24,lazydays79,525,4851,7,2,503,3230,lazydays79|primetomas,2,1028,8081
Keyfactor/ejbca-ce,22,lazydays79,111,885,11,2,500,2864,lazydays79|primetomas,2,611,3749
Keyfactor/ejbca-ce,21,gardellajuanpablo,409,2811,2,2,561,4350,gardellajuanpablo|primetomas,2,970,7161
Keyfactor/ejbca-ce,20,jmrenshaw,212,1315,3,2,89,480,jmrenshaw|primetomas,2,301,1795
Keyfactor/ejbca-ce,19,gardellajuanpablo,4463,34323,6,2,133,1075,gardellajuanpablo|primetomas,2,4596,35398
Keyfactor/ejbca-ce,18,gardellajuanpablo,415,2716,9,3,313,1897,benoiton|gardellajuanpablo|primetomas,3,728,4613
Keyfactor/ejbca-ce,17,karansachdeva24,18,106,1,1,11,72,primetomas,2,29,178
Keyfactor/ejbca-ce,16,aaomidi,37,200,2,2,42,228,CasparKielwein|primetomas,3,79,428
Keyfactor/ejbca-ce,15,blancoreyes,106,678,4,2,208,1229,blancoreyes|primetomas,2,314,1907
Keyfactor/ejbca-ce,14,JoeyChen-NTUT,79,631,1,1,75,443,primetomas,2,154,1074
Keyfactor/ejbca-ce,13,JoeyChen-NTUT,293,1838,1,1,36,200,primetomas,2,329,2038
Keyfactor/signserver-ce,129,HarimbolaSantatra,239,1657,1,1,38,310,HarimbolaSantatra,1,277,1967
Keyfactor/signserver-ce,112,daniel123-sudo,328,2756,2,2,79,423,mlundblad|netmackan,3,407,3179
Keyfactor/signserver-ce,108,Vampire,252,1608,2,2,123,782,mlundblad|netmackan,3,375,2390
Keyfactor/signserver-ce,106,Vampire,43,266,2,2,30,205,annicaw|netmackan,3,73,471
Keyfactor/signserver-ce,105,Vampire,203,1304,9,3,1039,9358,Vampire|ebourg|netmackan,3,1242,10662
Keyfactor/signserver-ce,104,Vampire,149,891,2,1,123,692,netmackan,2,272,1583
Keyfactor/signserver-ce,103,Vampire,92,595,3,2,279,1704,Vampire|netmackan,2,371,2299
Keyfactor/signserver-ce,102,Vampire,93,597,1,1,6,40,netmackan,2,99,637
Keyfactor/signserver-ce,93,r-shafi,74,424,1,1,24,132,netmackan,2,98,556
Keyfactor/signserver-ce,88,ralienpp,159,969,1,1,25,141,netmackan,2,184,1110
Keyfactor/signserver-ce,85,tsiddiq,365,2457,1,1,60,322,mlundblad,2,425,2779
Keyfactor/signserver-ce,83,r-shafi,336,2651,6,4,549,4226,3keyroman|mlundblad|netmackan|r-shafi,4,885,6877
Keyfactor/signserver-ce,69,chiraleo2000,81,478,2,1,69,389,mlundblad,2,150,867
Keyfactor/signserver-ce,62,blink38,74,530,1,1,17,93,mlundblad,2,91,623
Keyfactor/signserver-ce,61,blink38,163,1082,3,2,86,584,blink38|mlundblad,2,249,1666
Keyfactor/signserver-ce,60,blink38,232,1493,4,2,130,795,blink38|mlundblad,2,362,2288
Keyfactor/signserver-ce,50,BIRSAx2,71,398,3,2,105,593,mlundblad|netmackan,3,176,991
Keyfactor/signserver-ce,42,Aishu286,4698,34399,2,2,90,521,Aishu286|mlundblad,2,4788,34920
Keyfactor/signserver-ce,38,ckod4,4850,30684,1,1,28,170,mlundblad,2,4878,30854
Keyfactor/signserver-ce,34,johnt-softclouds,41,236,2,1,46,277,netmackan,2,87,513
Keyfactor/signserver-ce,23,ralienpp,145,803,1,1,167,936,netmackan,2,312,1739
Keyfactor/signserver-ce,16,netmackan,35,239,1,1,13,85,netmackan,1,48,324
Keyfactor/signserver-ce,5,vgottardi2,2852,21738,3,2,122,699,netmackan|vgottardi2,2,2974,22437
hashicorp/vault,31628,mgarstecki,396,2382,3,1,154,831,JcKlomp,2,550,3213
hashicorp/vault,31627,ZawarAliR3,339,2206,1,1,114,681,nickperry,2,453,2887
hashicorp/vault,31625,draculacowboy83,601,4188,0,0,0,0,,1,601,4188
hashicorp/vault,31621,iloving,266,1595,1,1,26,138,pawannn,2,292,1733
hashicorp/vault,31620,cHiv0rz,96,566,4,3,195,1393,cHiv0rz|heatherezell|hellobontempo,3,291,1959
hashicorp/vault,31618,apenadiazApk,142,881,0,0,0,0,,1,142,881
hashicorp/vault,31615,rnubel,300,2067,0,0,0,0,,1,300,2067
hashicorp/vault,31614,karabanov,451,3164,20,8,1115,8812,dennisbrouwer91|dkoci|fanter-it|heatherezell|hellobontempo|msschl|pascal-hofmann|tsaarni,9,1566,11976
hashicorp/vault,31613,frco9,235,1463,0,0,0,0,,1,235,1463
hashicorp/vault,31612,karabanov,258,1407,1,1,109,560,pl-bamboo,2,367,1967
hashicorp/vault,31611,gnugnug,152,842,1,1,27,160,gnugnug,1,179,1002
hashicorp/vault,31610,k1ngdmk,346,2102,0,0,0,0,,1,346,2102
hashicorp/vault,31609,mtavaresmedeiros,289,1758,10,9,562,3438,andreaspoletti|gerardma77|gib392|hellobontempo|mind12|mtavaresmedeiros|romain-masseboeuf|thonby|v-karbovnichy,9,851,5196
hashicorp/vault,31607,Freddo3000,169,1102,0,0,0,0,,1,169,1102
hashicorp/vault,31606,eyenx,321,1958,0,0,0,0,,1,321,1958
hashicorp/vault,31605,HappyHacker123,288,1685,1,1,88,449,heatherezell,2,376,2134
hashicorp/vault,31604,AlbertoVPersonal,89,490,1,1,109,599,heatherezell,2,198,1089
hashicorp/vault,31601,ZeusCodex,272,1591,0,0,0,0,,1,272,1591
hashicorp/vault,31600,sebinsunny,140,994,1,1,48,325,chaptersix,2,188,1319
hashicorp/vault,31597,dselyuzhitskiy,174,1141,0,0,0,0,,1,174,1141
hashicorp/vault,31594,ssydx,169,1136,1,1,12,94,heatherezell,2,181,1230
hashicorp/vault,31586,drook,862,7866,1,1,39,243,heatherezell,2,901,8109
hashicorp/vault,31582,Nivedita-coder,122,837,4,2,245,1515,Nivedita-coder|heatherezell,2,367,2352
hashicorp/vault,31579,ryancragun,63,321,0,0,0,0,,1,63,321
hashicorp/vault,31576,Ruddickmg,333,2569,3,2,366,2094,Ruddickmg|VogonAnthology,2,699,4663
hashicorp/vault,31575,Ruddickmg,593,4304,2,1,259,1882,VogonAnthology,2,852,6186
hashicorp/vault,31574,tchernobog,301,2149,0,0,0,0,,1,301,2149
hashicorp/vault,31571,makarov-roman,51,325,0,0,0,0,,1,51,325
hashicorp/vault,31570,doty-db,298,1911,0,0,0,0,,1,298,1911
hashicorp/vault,31568,tim-van-dijkhuizen,277,1636,0,0,0,0,,1,277,1636
hashicorp/vault,31567,adielcristo,36,256,1,1,58,295,heatherezell,2,94,551
hashicorp/vault,31560,yushiqie,103,945,3,1,112,717,heatherezell,2,215,1662
hashicorp/vault,31558,jarekchr,85,488,3,3,166,1060,cipherboy|heatherezell|jarekchr,3,251,1548
hashicorp/vault,31556,mpodolsk-cisco,388,2793,3,2,46,238,heatherezell|mpodolsk-cisco,2,434,3031
hashicorp/vault,31553,7sinStone,187,1217,0,0,0,0,,1,187,1217
hashicorp/vault,31552,giuse-boccia,326,2720,10,7,663,3912,blo0dskAr|davidadeleon|giuse-boccia|heatherezell|jskilton|rathberm|whetchar,7,989,6632
hashicorp/vault,31551,mohamedhabas11,302,1909,1,1,44,247,heatherezell,2,346,2156
hashicorp/vault,31549,7sinStone,229,1556,3,2,104,592,7sinStone|heatherezell,2,333,2148
hashicorp/vault,31547,aloeenmae,228,1437,1,1,46,241,heatherezell,2,274,1678
hashicorp/vault,31545,mcpherrinm,206,1210,3,3,164,1046,mcpherrinm|nf-brentsaner|stevendpclark,3,370,2256
hashicorp/vault,31544,trodemaster,390,2899,1,1,83,432,trodemaster,1,473,3331
hashicorp/vault,31542,mabunixda,75,497,0,0,0,0,,1,75,497
hashicorp/vault,31536,rumfellow,305,2546,0,0,0,0,,1,305,2546
hashicorp/vault,31526,victorybhg,39,197,3,2,117,584,heatherezell|victorybhg,2,156,781
hashicorp/vault,31523,raivil,396,2960,0,0,0,0,,1,396,2960
hashicorp/vault,31514,grzegorzbober-dev,315,2079,0,0,0,0,,1,315,2079
hashicorp/vault,31505,mmcgarr,150,905,3,3,222,1414,BeElectronicSakshi|John-Holden|mmcgarr,3,372,2319
hashicorp/vault,31494,ausmartway,110,651,1,1,8,58,BeElectronicSakshi,2,118,709
hashicorp/vault,31471,shefalivashishtha,303,1993,3,2,179,1449,heatherezell|shefalivashishtha,2,482,3442
hashicorp/vault,31464,juresaht2,219,1416,4,2,137,747,heatherezell|juresaht2,2,356,2163
hashicorp/vault,31463,juresaht2,109,902,0,0,0,0,,1,109,902
