N_full,n_labeled_in_sample,sample_unweighted_usability_rate,stratified_weighted_usability_rate,stratified_moe95,stratified_ci95_low,stratified_ci95_high,srs_moe95_p05_fpc_reference,srs_moe95_obs_p_fpc_reference,strata_count_full,strata_count_sample_labeled,time_match_rate_vs_sample_sheet,thread_match_rate_vs_sample_sheet,both_match_rate_vs_sample_sheet
3900,167,0.8562874251497006,0.5336438746438746,,,,0.07420278702280858,0.05206038572973956,71,53,0.6722222222222223,1.0,0.6722222222222223
