category,month_start,expected_count
CLI tooling,2025-08-01,10.813661344952695
Core,2025-08-01,11.196088870559814
Key Management Core / Secrets Backend,2025-08-01,6.539351806824905
Notification/Logging,2025-08-01,3.1039782315381537
Policy/configuration,2025-08-01,8.669795759229686
Release pipeline,2025-08-01,1.5428610771044042
Signing workflow,2025-08-01,4.582823283478218
Verification workflow,2025-08-01,3.5045744850509535
Web Client,2025-08-01,5.2718323510908744
API,2025-09-01,6.21441108291954
Authentication/Authorization tools,2025-09-01,5.53917241996669
Build/CI/Installation,2025-09-01,4.062586845918468
CLI tooling,2025-09-01,10.48584889544616
Core,2025-09-01,10.852590988022536
Key Management Core / Secrets Backend,2025-09-01,6.3836122591283875
Notification/Logging,2025-09-01,3.0360899675302675
Policy/configuration,2025-09-01,8.4225181763535
Release pipeline,2025-09-01,1.5137089415455316
Signing workflow,2025-09-01,4.468303103356428
Verification workflow,2025-09-01,3.388257578089907
Web Client,2025-09-01,5.187462236748182
API,2025-10-01,6.027286739987073
Authentication/Authorization tools,2025-10-01,5.404592747092845
Build/CI/Installation,2025-10-01,3.9736778958816488
CLI tooling,2025-10-01,10.167973968359044
Core,2025-10-01,10.519631678077142
Key Management Core / Secrets Backend,2025-10-01,6.231581765086302
Notification/Logging,2025-10-01,2.96968651303012
Policy/configuration,2025-10-01,8.182293378190035
Release pipeline,2025-10-01,1.485107631346281
Signing workflow,2025-10-01,4.356644668242876
Verification workflow,2025-10-01,3.275801231919535
Web Client,2025-10-01,5.104442377064616
API,2025-11-01,5.845796964715272
Authentication/Authorization tools,2025-11-01,5.273282820487514
Build/CI/Installation,2025-11-01,3.886714701516389
CLI tooling,2025-11-01,9.859735311094056
Core,2025-11-01,10.196887615550702
Key Management Core / Secrets Backend,2025-11-01,6.083171990815474
Notification/Logging,2025-11-01,2.904735393215937
Policy/configuration,2025-11-01,7.948920207110584
Release pipeline,2025-11-01,1.45704673874163
Signing workflow,2025-11-01,4.247776465985872
Verification workflow,2025-11-01,3.1670773144392865
Web Client,2025-11-01,5.022751162639045
